sleep_key,Sleep_Quality
27420,poor
27421,poor
27422,good
27423,poor
27424,poor
27425,average
27426,good
27427,average
27428,good
27429,average
27430,good
27431,good
27432,average
27433,poor
27434,poor
27435,poor
27436,average
27437,average
27438,average
27439,average
27440,average
27441,average
27442,good
27443,poor
27444,good
27445,average
27446,poor
27447,average
27448,good
27449,average
27450,poor
27451,poor
27452,average
27453,poor
27454,poor
27455,poor
27456,good
27457,poor
27458,poor
27459,average
27460,good
27461,good
27462,poor
27463,average
27464,average
27465,average
27466,average
27467,good
27468,good
27469,poor
27470,good
27471,good
27472,average
27473,good
27474,good
27475,poor
27476,average
27477,average
27478,average
27479,average
27480,good
27481,poor
27482,poor
27483,good
27484,good
27485,poor
27486,poor
27487,good
27488,good
27489,good
27490,average
27491,average
27492,poor
27493,poor
27494,poor
27495,good
27496,average
27497,good
27498,good
27499,good
27500,average
27501,poor
27502,good
27503,good
27504,good
27505,poor
27506,poor
27507,poor
27508,good
27509,average
27510,poor
27511,poor
27512,good
27513,good
27514,good
27515,good
27516,good
27517,average
27518,good
27519,average
27520,poor
27521,poor
27522,average
27523,average
27524,average
27525,good
27526,average
27527,poor
27528,poor
27529,average
27530,good
27531,good
27532,average
27533,good
27534,average
27535,good
27536,average
27537,good
27538,poor
27539,good
27540,poor
27541,poor
27542,good
27543,poor
27544,average
27545,average
27546,average
27547,average
27548,average
27549,poor
27550,good
27551,average
27552,poor
27553,good
27554,good
27555,good
27556,average
27557,average
27558,poor
27559,average
27560,poor
27561,poor
27562,good
27563,poor
27564,average
27565,poor
27566,poor
27567,good
27568,poor
27569,good
27570,poor
27571,average
27572,poor
27573,poor
27574,good
27575,poor
27576,average
27577,average
27578,good
27579,poor
27580,poor
27581,poor
27582,good
27583,poor
27584,average
27585,poor
27586,poor
27587,poor
27588,good
27589,poor
27590,average
27591,average
27592,poor
27593,good
27594,good
27595,average
27596,average
27597,average
27598,poor
27599,good
27600,good
27601,average
27602,good
27603,good
27604,poor
27605,poor
27606,average
27607,good
27608,average
27609,average
27610,poor
27611,average
27612,good
27613,poor
27614,poor
27615,average
27616,good
27617,good
27618,average
27619,poor
27620,poor
27621,good
27622,good
27623,average
27624,good
27625,average
27626,good
27627,good
27628,poor
27629,poor
27630,good
27631,poor
27632,poor
27633,good
27634,poor
27635,good
27636,good
27637,good
27638,good
27639,poor
27640,good
27641,good
27642,average
27643,poor
27644,poor
27645,poor
27646,average
27647,good
27648,good
27649,poor
27650,average
27651,poor
27652,poor
27653,average
27654,poor
27655,average
27656,good
27657,good
27658,good
27659,good
27660,average
27661,average
27662,average
27663,poor
27664,good
27665,good
27666,good
27667,average
27668,good
27669,poor
27670,average
27671,poor
27672,good
27673,average
27674,poor
27675,good
27676,good
27677,good
27678,average
27679,poor
27680,poor
27681,good
27682,good
27683,good
27684,average
27685,poor
27686,good
27687,poor
27688,poor
27689,good
27690,good
27691,good
27692,good
27693,poor
27694,poor
27695,average
27696,poor
27697,poor
27698,poor
27699,poor
27700,good
27701,poor
27702,average
27703,average
27704,poor
27705,good
27706,average
27707,poor
27708,good
27709,good
27710,poor
27711,average
27712,good
27713,average
27714,average
27715,good
27716,average
27717,poor
27718,good
27719,average
27720,poor
27721,average
27722,good
27723,poor
27724,average
27725,poor
27726,average
27727,average
27728,poor
27729,good
27730,good
27731,poor
27732,average
27733,poor
27734,average
27735,poor
27736,good
27737,poor
27738,poor
27739,good
27740,poor
27741,average
27742,good
27743,poor
27744,poor
27745,average
27746,poor
27747,average
27748,poor
27749,poor
27750,average
27751,good
27752,good
27753,good
27754,good
27755,average
27756,poor
27757,poor
27758,poor
27759,average
27760,good
27761,poor
27762,poor
27763,good
27764,good
27765,poor
27766,good
27767,average
27768,average
27769,good
27770,good
27771,average
27772,average
27773,average
27774,average
27775,average
27776,average
27777,good
27778,average
27779,poor
27780,good
27781,average
27782,average
27783,good
27784,average
27785,good
27786,average
27787,average
27788,poor
27789,good
27790,poor
27791,good
27792,good
27793,poor
27794,good
27795,average
27796,good
27797,poor
27798,poor
27799,good
27800,good
27801,good
27802,average
27803,poor
27804,good
27805,poor
27806,good
27807,poor
27808,poor
27809,good
27810,average
27811,good
27812,good
27813,good
27814,average
27815,poor
27816,average
27817,good
27818,poor
27819,average
27820,poor
27821,poor
27822,poor
27823,good
27824,average
27825,good
27826,poor
27827,poor
27828,poor
27829,good
27830,poor
27831,good
27832,good
27833,good
27834,good
27835,good
27836,poor
27837,poor
27838,good
27839,good
27840,average
27841,average
27842,average
27843,poor
27844,average
27845,good
27846,poor
27847,average
27848,poor
27849,poor
27850,average
27851,good
27852,poor
27853,good
27854,good
27855,average
27856,poor
27857,poor
27858,good
27859,good
27860,good
27861,poor
27862,good
27863,poor
27864,poor
27865,poor
27866,average
27867,good
27868,average
27869,average
27870,average
27871,good
27872,poor
27873,average
27874,poor
27875,average
27876,poor
27877,poor
27878,average
27879,average
27880,good
27881,average
27882,average
27883,poor
27884,poor
27885,good
27886,poor
27887,good
27888,poor
27889,good
27890,poor
27891,average
27892,poor
27893,poor
27894,good
27895,poor
27896,poor
27897,good
27898,good
27899,average
27900,average
27901,poor
27902,good
27903,average
27904,average
27905,poor
27906,good
27907,good
27908,poor
27909,average
27910,good
27911,poor
27912,average
27913,good
27914,good
27915,average
27916,average
27917,poor
27918,good
27919,good
27920,average
27921,poor
27922,average
27923,average
27924,poor
27925,good
27926,poor
27927,average
27928,poor
27929,poor
27930,average
27931,average
27932,good
27933,poor
27934,good
27935,good
27936,good
27937,average
27938,average
27939,good
27940,good
27941,average
27942,good
27943,average
27944,good
27945,good
27946,poor
27947,good
27948,average
27949,average
27950,good
27951,poor
27952,poor
27953,good
27954,poor
27955,good
27956,poor
27957,good
27958,poor
27959,average
27960,average
27961,good
27962,poor
27963,average
27964,good
27965,good
27966,average
27967,average
27968,good
27969,average
27970,poor
27971,average
27972,good
27973,good
27974,poor
27975,average
27976,poor
27977,average
27978,poor
27979,good
27980,poor
27981,good
27982,average
27983,average
27984,good
27985,good
27986,poor
27987,average
27988,average
27989,average
27990,good
27991,poor
27992,good
27993,poor
27994,poor
27995,good
27996,good
27997,average
27998,average
27999,good
28000,good
28001,poor
28002,good
28003,average
28004,good
28005,poor
28006,average
28007,good
28008,average
28009,average
28010,good
28011,average
28012,poor
28013,poor
28014,good
28015,poor
28016,average
28017,average
28018,poor
28019,good
28020,poor
28021,average
28022,poor
28023,average
28024,poor
28025,average
28026,poor
28027,good
28028,good
28029,poor
28030,poor
28031,good
28032,average
28033,good
28034,average
28035,good
28036,average
28037,average
28038,poor
28039,poor
28040,average
28041,average
28042,good
28043,poor
28044,average
28045,average
28046,poor
28047,good
28048,good
28049,good
28050,good
28051,average
28052,average
28053,good
28054,good
28055,average
28056,poor
28057,good
28058,poor
28059,good
28060,poor
28061,average
28062,average
28063,average
28064,poor
28065,average
28066,average
28067,average
28068,average
28069,good
28070,average
28071,poor
28072,good
28073,good
28074,good
28075,good
28076,poor
28077,good
28078,good
28079,good
28080,poor
28081,average
28082,poor
28083,good
28084,average
28085,average
28086,good
28087,good
28088,poor
28089,average
28090,average
28091,average
28092,poor
28093,poor
28094,poor
28095,poor
28096,poor
28097,average
28098,good
28099,poor
28100,average
28101,average
28102,average
28103,good
28104,good
28105,poor
28106,average
28107,poor
28108,good
28109,poor
28110,good
28111,good
28112,poor
28113,average
28114,poor
28115,poor
28116,poor
28117,good
28118,average
28119,average
28120,average
28121,poor
28122,good
28123,good
28124,poor
28125,average
28126,average
28127,poor
28128,good
28129,average
28130,good
28131,poor
28132,poor
28133,poor
28134,poor
28135,good
28136,poor
28137,average
28138,average
28139,poor
28140,good
28141,average
28142,average
28143,average
28144,poor
28145,good
28146,good
28147,average
28148,good
28149,average
28150,average
28151,average
28152,average
28153,good
28154,good
28155,poor
28156,good
28157,good
28158,average
28159,good
28160,average
28161,good
28162,average
28163,good
28164,poor
28165,average
28166,good
28167,poor
28168,good
28169,poor
28170,good
28171,good
28172,poor
28173,poor
28174,poor
28175,poor
28176,good
28177,average
28178,average
28179,average
28180,average
28181,poor
28182,average
28183,good
28184,good
28185,poor
28186,average
28187,poor
28188,average
28189,good
28190,good
28191,poor
28192,good
28193,average
28194,good
28195,good
28196,poor
28197,good
28198,poor
28199,average
28200,good
28201,average
28202,average
28203,average
28204,good
28205,poor
28206,good
28207,average
28208,poor
28209,poor
28210,good
28211,good
28212,average
28213,average
28214,poor
28215,poor
28216,poor
28217,poor
28218,average
28219,poor
28220,poor
28221,good
28222,good
28223,average
28224,good
28225,poor
28226,poor
28227,average
28228,good
28229,average
28230,poor
28231,average
28232,poor
28233,poor
28234,poor
28235,average
28236,poor
28237,good
28238,poor
28239,poor
28240,good
28241,average
28242,good
28243,poor
28244,good
28245,average
28246,average
28247,good
28248,good
28249,good
28250,poor
28251,average
28252,poor
28253,average
28254,average
28255,good
28256,poor
28257,poor
28258,average
28259,poor
28260,good
28261,average
28262,poor
28263,poor
28264,poor
28265,poor
28266,good
28267,average
28268,average
28269,average
28270,average
28271,poor
28272,poor
28273,good
28274,good
28275,average
28276,good
28277,poor
28278,poor
28279,good
28280,average
28281,average
28282,poor
28283,good
28284,good
28285,poor
28286,good
28287,poor
28288,good
28289,poor
28290,average
28291,poor
28292,average
28293,poor
28294,poor
28295,good
28296,poor
28297,good
28298,average
28299,average
28300,average
28301,good
28302,good
28303,good
28304,poor
28305,average
28306,good
28307,average
28308,average
28309,good
28310,average
28311,average
28312,good
28313,average
28314,good
28315,good
28316,good
28317,good
28318,poor
28319,average
28320,average
28321,poor
28322,average
28323,average
28324,poor
28325,average
28326,good
28327,average
28328,average
28329,poor
28330,poor
28331,average
28332,average
28333,poor
28334,average
28335,good
28336,average
28337,poor
28338,poor
28339,poor
28340,average
28341,poor
28342,average
28343,poor
28344,average
28345,average
28346,average
28347,good
28348,poor
28349,poor
28350,poor
28351,average
28352,poor
28353,average
28354,poor
28355,average
28356,good
28357,average
28358,poor
28359,poor
28360,good
28361,good
28362,good
28363,average
28364,poor
28365,poor
28366,good
28367,poor
28368,poor
28369,poor
28370,good
28371,poor
28372,average
28373,good
28374,good
28375,average
28376,good
28377,poor
28378,average
28379,good
28380,poor
28381,poor
28382,good
28383,average
28384,average
28385,average
28386,poor
28387,poor
28388,poor
28389,poor
28390,poor
28391,average
28392,good
28393,average
28394,good
28395,average
28396,good
28397,good
28398,poor
28399,average
28400,poor
28401,good
28402,poor
28403,average
28404,average
28405,good
28406,poor
28407,poor
28408,poor
28409,poor
28410,poor
28411,good
28412,poor
28413,average
28414,good
28415,good
28416,poor
28417,good
28418,good
28419,average
28420,poor
28421,poor
28422,poor
28423,poor
28424,average
28425,poor
28426,poor
28427,good
28428,poor
28429,poor
28430,average
28431,poor
28432,good
28433,poor
28434,good
28435,average
28436,poor
28437,average
28438,good
28439,poor
28440,good
28441,good
28442,poor
28443,average
28444,average
28445,average
28446,average
28447,average
28448,good
28449,poor
28450,poor
28451,good
28452,poor
28453,poor
28454,poor
28455,average
28456,poor
28457,poor
28458,poor
28459,average
28460,average
28461,average
28462,good
28463,good
28464,poor
28465,good
28466,good
28467,poor
28468,average
28469,average
28470,good
28471,average
28472,good
28473,good
28474,good
28475,poor
28476,poor
28477,average
28478,poor
28479,average
28480,poor
28481,poor
28482,poor
28483,average
28484,good
28485,average
28486,poor
28487,average
28488,average
28489,poor
28490,good
28491,average
28492,good
28493,average
28494,good
28495,average
28496,average
28497,average
28498,poor
28499,poor
28500,average
28501,poor
28502,average
28503,good
28504,good
28505,poor
28506,poor
28507,good
28508,poor
28509,good
28510,average
28511,good
28512,poor
28513,poor
28514,poor
28515,good
28516,good
28517,average
28518,poor
28519,poor
28520,good
28521,poor
28522,average
28523,good
28524,good
28525,average
28526,poor
28527,average
28528,good
28529,good
28530,average
28531,average
28532,good
28533,good
28534,average
28535,average
28536,poor
28537,average
28538,average
28539,average
28540,average
28541,average
28542,poor
28543,average
28544,average
28545,average
28546,good
28547,average
28548,average
28549,average
28550,poor
28551,poor
28552,poor
28553,average
28554,poor
28555,good
28556,good
28557,poor
28558,average
28559,good
28560,good
28561,average
28562,poor
28563,poor
28564,good
28565,average
28566,poor
28567,poor
28568,average
28569,average
28570,average
28571,good
28572,good
28573,average
28574,good
28575,poor
28576,poor
28577,average
28578,average
28579,average
28580,poor
28581,average
28582,average
28583,good
28584,average
28585,average
28586,good
28587,good
28588,average
28589,good
28590,average
28591,good
28592,poor
28593,good
28594,average
28595,average
28596,poor
28597,poor
28598,average
28599,average
28600,good
28601,average
28602,good
28603,poor
28604,average
28605,average
28606,poor
28607,good
28608,good
28609,good
28610,good
28611,average
28612,poor
28613,good
28614,good
28615,good
28616,poor
28617,average
28618,good
28619,average
28620,average
28621,poor
28622,average
28623,average
28624,good
28625,good
28626,poor
28627,average
28628,average
28629,poor
28630,average
28631,average
28632,average
28633,poor
28634,good
28635,good
28636,good
28637,average
28638,poor
28639,poor
28640,poor
28641,average
28642,average
28643,average
28644,poor
28645,good
28646,average
28647,poor
28648,good
28649,average
28650,poor
28651,good
28652,poor
28653,poor
28654,good
28655,good
28656,average
28657,poor
28658,average
28659,good
28660,good
28661,poor
28662,good
28663,good
28664,average
28665,good
28666,average
28667,poor
28668,good
28669,average
28670,good
28671,average
28672,poor
28673,poor
28674,average
28675,good
28676,average
28677,good
28678,average
28679,poor
28680,good
28681,poor
28682,poor
28683,poor
28684,good
28685,poor
28686,poor
28687,average
28688,poor
28689,good
28690,average
28691,poor
28692,poor
28693,poor
28694,average
28695,poor
28696,poor
28697,poor
28698,average
28699,good
28700,average
28701,average
28702,poor
28703,poor
28704,average
28705,good
28706,average
28707,good
28708,good
28709,poor
28710,good
28711,average
28712,poor
28713,poor
28714,average
28715,poor
28716,good
28717,good
28718,average
28719,average
28720,average
28721,average
28722,good
28723,average
28724,good
28725,good
28726,average
28727,average
28728,poor
28729,good
28730,average
28731,poor
28732,good
28733,poor
28734,good
28735,good
28736,poor
28737,average
28738,average
28739,average
28740,good
28741,poor
28742,average
28743,average
28744,poor
28745,good
28746,poor
28747,average
28748,good
28749,average
28750,poor
28751,poor
28752,good
28753,average
28754,average
28755,good
28756,good
28757,good
28758,good
28759,good
28760,average
28761,poor
28762,average
28763,good
28764,average
28765,average
28766,poor
28767,poor
28768,good
28769,good
28770,good
28771,good
28772,good
28773,poor
28774,poor
28775,average
28776,good
28777,good
28778,average
28779,poor
28780,average
28781,average
28782,average
28783,poor
28784,good
28785,good
28786,poor
28787,average
28788,poor
28789,good
28790,average
28791,good
28792,good
28793,good
28794,good
28795,good
28796,poor
28797,poor
28798,average
28799,poor
28800,average
28801,good
28802,good
28803,average
28804,poor
28805,average
28806,average
28807,poor
28808,average
28809,good
28810,average
28811,good
28812,poor
28813,poor
28814,poor
28815,poor
28816,average
28817,good
28818,poor
28819,poor
28820,poor
28821,poor
28822,good
28823,good
28824,good
28825,good
28826,average
28827,poor
28828,average
28829,poor
28830,poor
28831,poor
28832,poor
28833,average
28834,poor
28835,average
28836,average
28837,poor
28838,average
28839,poor
28840,average
28841,good
28842,poor
28843,average
28844,good
28845,average
28846,average
28847,good
28848,average
28849,poor
28850,average
28851,good
28852,poor
28853,good
28854,good
28855,average
28856,poor
28857,average
28858,poor
28859,good
28860,good
28861,good
28862,average
28863,poor
28864,poor
28865,poor
28866,average
28867,poor
28868,average
28869,average
28870,good
28871,average
28872,poor
28873,poor
28874,average
28875,good
28876,good
28877,good
28878,average
28879,good
28880,poor
28881,average
28882,average
28883,average
28884,average
28885,good
28886,poor
28887,average
28888,good
28889,poor
28890,average
28891,poor
28892,good
28893,good
28894,average
28895,good
28896,average
28897,average
28898,average
28899,good
28900,average
28901,good
28902,poor
28903,good
28904,poor
28905,poor
28906,average
28907,average
28908,poor
28909,average
28910,good
28911,average
28912,poor
28913,good
28914,poor
28915,average
28916,average
28917,average
28918,poor
28919,average
28920,good
28921,poor
28922,poor
28923,average
28924,poor
28925,poor
28926,good
28927,average
28928,poor
28929,good
28930,good
28931,good
28932,poor
28933,poor
28934,good
28935,average
28936,poor
28937,average
28938,poor
28939,good
28940,average
28941,average
28942,poor
28943,poor
28944,average
28945,good
28946,average
28947,good
28948,average
28949,good
28950,average
28951,good
28952,average
28953,average
28954,good
28955,good
28956,poor
28957,poor
28958,good
28959,average
28960,good
28961,good
28962,good
28963,poor
28964,good
28965,good
28966,average
28967,poor
28968,good
28969,good
28970,good
28971,good
28972,poor
28973,average
28974,good
28975,good
28976,good
28977,average
28978,poor
28979,good
28980,average
28981,good
28982,good
28983,average
28984,good
28985,average
28986,good
28987,average
28988,good
28989,average
28990,poor
28991,poor
28992,good
28993,poor
28994,average
28995,good
28996,poor
28997,poor
28998,poor
28999,good
29000,good
29001,poor
29002,average
29003,good
29004,average
29005,average
29006,poor
29007,average
29008,good
29009,good
29010,good
29011,average
29012,poor
29013,good
29014,poor
29015,good
29016,good
29017,average
29018,average
29019,poor
29020,good
29021,good
29022,poor
29023,poor
29024,poor
29025,good
29026,poor
29027,good
29028,poor
29029,good
29030,poor
29031,good
29032,good
29033,average
29034,poor
29035,poor
29036,good
29037,average
29038,poor
29039,good
29040,average
29041,average
29042,average
29043,average
29044,average
29045,poor
29046,poor
29047,poor
29048,good
29049,good
29050,poor
29051,average
29052,good
29053,average
29054,average
29055,good
29056,poor
29057,poor
29058,good
29059,average
29060,good
29061,average
29062,good
29063,good
29064,good
29065,poor
29066,poor
29067,poor
29068,good
29069,poor
29070,average
29071,good
29072,average
29073,average
29074,poor
29075,average
29076,poor
29077,good
29078,poor
29079,good
29080,poor
29081,good
29082,poor
29083,average
29084,poor
29085,poor
29086,poor
29087,good
29088,average
29089,good
29090,poor
29091,average
29092,good
29093,good
29094,poor
29095,poor
29096,poor
29097,average
29098,average
29099,poor
29100,poor
29101,average
29102,good
29103,good
29104,good
29105,poor
29106,good
29107,average
29108,poor
29109,good
29110,average
29111,poor
29112,poor
29113,average
29114,good
29115,average
29116,poor
29117,good
29118,poor
29119,poor
29120,good
29121,good
29122,good
29123,average
29124,average
29125,good
29126,poor
29127,good
29128,average
29129,poor
29130,poor
29131,poor
29132,poor
29133,good
29134,good
29135,good
29136,average
29137,poor
29138,average
29139,good
29140,average
29141,poor
29142,poor
29143,poor
29144,poor
29145,good
29146,poor
29147,good
29148,average
29149,good
29150,average
29151,average
29152,poor
29153,poor
29154,good
29155,average
29156,good
29157,good
29158,good
29159,poor
29160,poor
29161,poor
29162,good
29163,average
29164,average
29165,good
29166,average
29167,good
29168,good
29169,poor
29170,average
29171,good
29172,poor
29173,good
29174,good
29175,poor
29176,average
29177,average
29178,poor
29179,poor
29180,poor
29181,poor
29182,average
29183,poor
29184,average
29185,poor
29186,poor
29187,average
29188,poor
29189,poor
29190,average
29191,poor
29192,good
29193,average
29194,average
29195,average
29196,average
29197,good
29198,poor
29199,average
29200,average
29201,poor
29202,average
29203,poor
29204,poor
29205,good
29206,average
29207,poor
29208,good
29209,good
29210,poor
29211,poor
29212,poor
29213,good
29214,good
29215,good
29216,average
29217,poor
29218,good
29219,good
29220,good
29221,poor
29222,good
29223,good
29224,average
29225,average
29226,poor
29227,average
29228,poor
29229,poor
29230,average
29231,good
29232,average
29233,poor
29234,poor
29235,good
29236,good
29237,poor
29238,average
29239,good
29240,poor
29241,good
29242,average
29243,poor
29244,average
29245,average
29246,average
29247,good
29248,good
29249,average
29250,good
29251,poor
29252,good
29253,poor
29254,poor
29255,average
29256,average
29257,poor
29258,average
29259,average
29260,poor
29261,good
29262,poor
29263,average
29264,average
29265,poor
29266,good
29267,poor
29268,average
29269,good
29270,good
29271,good
29272,average
29273,good
29274,good
29275,good
29276,good
29277,average
29278,average
29279,average
29280,good
29281,good
29282,average
29283,poor
29284,poor
29285,average
29286,poor
29287,average
29288,poor
29289,average
29290,good
29291,average
29292,good
29293,average
29294,good
29295,poor
29296,average
29297,average
29298,poor
29299,poor
29300,poor
29301,average
29302,good
29303,poor
29304,average
29305,average
29306,average
29307,good
29308,poor
29309,good
29310,poor
29311,good
29312,average
29313,good
29314,good
29315,good
29316,good
29317,average
29318,poor
29319,average
29320,average
29321,average
29322,average
29323,poor
29324,average
29325,good
29326,average
29327,good
29328,average
29329,poor
29330,poor
29331,average
29332,average
29333,good
29334,good
29335,good
29336,good
29337,good
29338,poor
29339,average
29340,good
29341,poor
29342,poor
29343,poor
29344,average
29345,poor
29346,good
29347,good
29348,poor
29349,good
29350,average
29351,good
29352,good
29353,good
29354,average
29355,good
29356,average
29357,good
29358,poor
29359,good
29360,good
29361,poor
29362,average
29363,poor
29364,poor
29365,good
29366,poor
29367,average
29368,average
29369,poor
29370,average
29371,good
29372,good
29373,average
29374,poor
29375,good
29376,good
29377,good
29378,good
29379,poor
29380,good
29381,good
29382,good
29383,average
29384,good
29385,good
29386,good
29387,good
29388,average
29389,average
29390,good
29391,poor
29392,average
29393,poor
29394,average
29395,poor
29396,average
29397,poor
29398,poor
29399,average
29400,poor
29401,average
29402,average
29403,good
29404,average
29405,average
29406,average
29407,average
29408,good
29409,good
29410,poor
29411,good
29412,average
29413,average
29414,average
29415,poor
29416,average
29417,poor
29418,good
29419,average
29420,poor
29421,average
29422,good
29423,poor
29424,good
29425,good
29426,average
29427,poor
29428,average
29429,average
29430,poor
29431,average
29432,good
29433,good
29434,average
29435,poor
29436,poor
29437,good
29438,good
29439,average
29440,poor
29441,good
29442,poor
29443,average
29444,poor
29445,average
29446,good
29447,good
29448,average
29449,good
29450,poor
29451,good
29452,average
29453,poor
29454,average
29455,poor
29456,poor
29457,good
29458,poor
29459,good
29460,average
29461,average
29462,good
29463,poor
29464,poor
29465,good
29466,good
29467,good
29468,average
29469,average
29470,poor
29471,good
29472,poor
29473,good
29474,poor
29475,poor
29476,good
29477,average
29478,poor
29479,good
29480,good
29481,poor
29482,good
29483,average
29484,average
29485,good
29486,good
29487,poor
29488,poor
29489,average
29490,average
29491,poor
29492,good
29493,good
29494,poor
29495,average
29496,poor
29497,average
29498,average
29499,poor
29500,good
29501,average
29502,poor
29503,average
29504,good
29505,good
29506,poor
29507,average
29508,poor
29509,good
29510,poor
29511,poor
29512,poor
29513,poor
29514,good
29515,good
29516,average
29517,poor
29518,poor
29519,average
29520,good
29521,average
29522,poor
29523,good
29524,poor
29525,poor
29526,poor
29527,good
29528,average
29529,average
29530,poor
29531,good
29532,average
29533,average
29534,average
29535,average
29536,good
29537,average
29538,poor
29539,average
29540,average
29541,average
29542,good
29543,average
29544,average
29545,good
29546,average
29547,good
29548,average
29549,poor
29550,good
29551,good
29552,average
29553,average
29554,good
29555,average
29556,good
29557,average
29558,average
29559,poor
29560,good
29561,poor
29562,average
29563,average
29564,poor
29565,good
29566,good
29567,average
29568,poor
29569,good
29570,poor
29571,good
29572,poor
29573,good
29574,good
29575,average
29576,poor
29577,poor
29578,average
29579,poor
29580,good
29581,good
29582,good
29583,average
29584,average
29585,average
29586,poor
29587,average
29588,average
29589,good
29590,poor
29591,average
29592,good
29593,good
29594,good
29595,poor
29596,poor
29597,good
29598,poor
29599,poor
29600,poor
29601,average
29602,average
29603,average
29604,good
29605,average
29606,average
29607,average
29608,good
29609,average
29610,good
29611,average
29612,average
29613,average
29614,average
29615,average
29616,average
29617,good
29618,poor
29619,poor
29620,average
29621,good
29622,good
29623,poor
29624,good
29625,average
29626,good
29627,good
29628,average
29629,good
29630,good
29631,poor
29632,good
29633,poor
29634,average
29635,average
29636,poor
29637,good
29638,average
29639,poor
29640,poor
29641,poor
29642,average
29643,poor
29644,good
29645,good
29646,average
29647,average
29648,average
29649,good
29650,average
29651,good
29652,average
29653,poor
29654,poor
29655,poor
29656,average
29657,average
29658,good
29659,average
29660,average
29661,good
29662,average
29663,good
29664,good
29665,average
29666,average
29667,good
29668,poor
29669,poor
29670,poor
29671,average
29672,good
29673,average
29674,poor
29675,good
29676,good
29677,good
29678,average
29679,average
29680,good
29681,poor
29682,good
29683,poor
29684,good
29685,average
29686,good
29687,poor
29688,average
29689,good
29690,average
29691,poor
29692,good
29693,poor
29694,good
29695,poor
29696,good
29697,good
29698,poor
29699,good
29700,average
29701,poor
29702,average
29703,good
29704,average
29705,good
29706,average
29707,good
29708,poor
29709,good
29710,good
29711,poor
29712,average
29713,poor
29714,poor
29715,average
29716,poor
29717,average
29718,good
29719,poor
29720,good
29721,poor
29722,average
29723,poor
29724,poor
29725,poor
29726,average
29727,average
29728,good
29729,good
29730,good
29731,poor
29732,good
29733,poor
29734,poor
29735,poor
29736,poor
29737,good
29738,average
29739,good
29740,poor
29741,poor
29742,average
29743,poor
29744,good
29745,average
29746,good
29747,poor
29748,poor
29749,average
29750,poor
29751,poor
29752,poor
29753,good
29754,average
29755,average
29756,average
29757,average
29758,average
29759,good
29760,average
29761,average
29762,average
29763,average
29764,good
29765,poor
29766,good
29767,average
29768,average
29769,poor
29770,poor
29771,good
29772,average
29773,poor
29774,average
29775,average
29776,poor
29777,good
29778,poor
29779,good
29780,poor
29781,poor
29782,poor
29783,average
29784,average
29785,average
29786,poor
29787,poor
29788,good
29789,good
29790,good
29791,average
29792,average
29793,poor
29794,poor
29795,average
29796,average
29797,good
29798,good
29799,good
29800,average
29801,poor
29802,poor
29803,good
29804,average
29805,good
29806,average
29807,average
29808,poor
29809,average
29810,good
29811,average
29812,good
29813,good
29814,average
29815,good
29816,good
29817,good
29818,average
29819,poor
29820,good
29821,average
29822,average
29823,average
29824,poor
29825,good
29826,poor
29827,good
29828,poor
29829,average
29830,good
29831,good
29832,poor
29833,good
29834,average
29835,average
29836,good
29837,poor
29838,good
29839,poor
29840,good
29841,average
29842,poor
29843,average
29844,good
29845,poor
29846,average
29847,poor
29848,average
29849,good
29850,average
29851,good
29852,poor
29853,good
29854,average
29855,good
29856,good
29857,average
29858,average
29859,average
29860,good
29861,good
29862,average
29863,poor
29864,good
29865,average
29866,average
29867,poor
29868,poor
29869,poor
29870,average
29871,average
29872,good
29873,average
29874,poor
29875,good
29876,good
29877,poor
29878,average
29879,poor
29880,good
29881,average
29882,good
29883,poor
29884,poor
29885,good
29886,good
29887,good
29888,poor
29889,poor
29890,average
29891,average
29892,average
29893,poor
29894,good
29895,poor
29896,average
29897,poor
29898,good
29899,average
29900,average
29901,poor
29902,average
29903,poor
29904,poor
29905,good
29906,average
29907,good
29908,average
29909,average
29910,poor
29911,average
29912,good
29913,poor
29914,good
29915,average
29916,average
29917,average
29918,good
29919,good
29920,good
29921,average
29922,good
29923,average
29924,average
29925,poor
29926,average
29927,poor
29928,average
29929,poor
29930,average
29931,poor
29932,poor
29933,good
29934,poor
29935,good
29936,poor
29937,good
29938,average
29939,good
29940,poor
29941,poor
29942,good
29943,good
29944,good
29945,good
29946,good
29947,good
29948,poor
29949,poor
29950,average
29951,poor
29952,poor
29953,good
29954,average
29955,good
29956,poor
29957,poor
29958,poor
29959,average
29960,good
29961,good
29962,good
29963,poor
29964,good
29965,poor
29966,average
29967,good
29968,good
29969,average
29970,poor
29971,good
29972,good
29973,poor
29974,average
29975,average
29976,average
29977,good
29978,poor
29979,good
29980,average
29981,poor
29982,average
29983,good
29984,average
29985,average
29986,good
29987,poor
29988,poor
29989,poor
29990,good
29991,poor
29992,average
29993,average
29994,good
29995,average
29996,average
29997,good
29998,poor
29999,poor
30000,poor
30001,poor
30002,good
30003,good
30004,average
30005,good
30006,average
30007,good
30008,good
30009,average
30010,poor
30011,average
30012,average
30013,poor
30014,poor
30015,average
30016,poor
30017,average
30018,good
30019,average
30020,average
30021,poor
30022,average
30023,average
30024,average
30025,average
30026,good
30027,poor
30028,poor
30029,average
30030,good
30031,good
30032,poor
30033,good
30034,poor
30035,poor
30036,poor
30037,poor
30038,good
30039,poor
30040,average
30041,poor
30042,poor
30043,poor
