lifestyle_key,Diet_Type,Smoking_Alcohol,Physical_Activity_Level
23784,veg,yes,moderate
23785,balanced,no,moderate
23786,non-veg,no,moderate
23787,non-veg,yes,active
23788,non-veg,occasional,sedentary
23789,veg,yes,sedentary
23790,veg,occasional,moderate
23791,non-veg,yes,sedentary
23792,veg,yes,moderate
23793,veg,occasional,moderate
23794,balanced,yes,sedentary
23795,balanced,occasional,active
23796,balanced,no,moderate
23797,balanced,occasional,moderate
23798,veg,no,active
23799,balanced,yes,active
23800,non-veg,yes,sedentary
23801,non-veg,yes,active
23802,non-veg,yes,sedentary
23803,non-veg,occasional,sedentary
23804,veg,yes,sedentary
23805,veg,no,sedentary
23806,balanced,yes,active
23807,non-veg,occasional,sedentary
23808,veg,occasional,active
23809,non-veg,yes,sedentary
23810,balanced,occasional,active
23811,balanced,no,active
23812,non-veg,no,active
23813,balanced,no,moderate
23814,non-veg,yes,sedentary
23815,balanced,yes,moderate
23816,non-veg,yes,moderate
23817,non-veg,occasional,active
23818,veg,no,sedentary
23819,non-veg,no,moderate
23820,balanced,occasional,sedentary
23821,non-veg,no,moderate
23822,non-veg,no,active
23823,veg,no,active
23824,non-veg,no,sedentary
23825,non-veg,occasional,sedentary
23826,veg,yes,active
23827,non-veg,occasional,active
23828,non-veg,occasional,active
23829,non-veg,no,sedentary
23830,veg,yes,active
23831,non-veg,yes,sedentary
23832,balanced,no,active
23833,balanced,no,active
23834,balanced,yes,moderate
23835,veg,occasional,sedentary
23836,balanced,yes,active
23837,balanced,no,moderate
23838,veg,no,moderate
23839,veg,yes,active
23840,non-veg,no,active
23841,balanced,yes,moderate
23842,non-veg,no,sedentary
23843,balanced,occasional,moderate
23844,balanced,yes,moderate
23845,non-veg,occasional,sedentary
23846,balanced,occasional,sedentary
23847,veg,yes,moderate
23848,balanced,yes,sedentary
23849,non-veg,yes,moderate
23850,balanced,occasional,sedentary
23851,non-veg,occasional,sedentary
23852,balanced,yes,sedentary
23853,balanced,occasional,moderate
23854,balanced,yes,moderate
23855,non-veg,yes,active
23856,non-veg,no,moderate
23857,balanced,yes,sedentary
23858,veg,no,moderate
23859,veg,yes,moderate
23860,veg,no,moderate
23861,non-veg,occasional,active
23862,veg,yes,sedentary
23863,veg,occasional,active
23864,balanced,occasional,active
23865,balanced,occasional,moderate
23866,non-veg,occasional,sedentary
23867,veg,no,sedentary
23868,balanced,occasional,sedentary
23869,balanced,occasional,active
23870,balanced,occasional,active
23871,non-veg,occasional,active
23872,non-veg,occasional,moderate
23873,veg,no,sedentary
23874,balanced,no,moderate
23875,balanced,occasional,active
23876,non-veg,yes,moderate
23877,balanced,no,moderate
23878,balanced,occasional,active
23879,veg,yes,sedentary
23880,non-veg,occasional,sedentary
23881,non-veg,no,active
23882,balanced,occasional,active
23883,non-veg,yes,active
23884,balanced,yes,active
23885,veg,yes,moderate
23886,balanced,no,active
23887,balanced,occasional,moderate
23888,non-veg,yes,sedentary
23889,non-veg,no,moderate
23890,veg,no,sedentary
23891,veg,occasional,sedentary
23892,non-veg,yes,sedentary
23893,balanced,yes,moderate
23894,balanced,no,sedentary
23895,non-veg,no,active
23896,veg,occasional,active
23897,veg,yes,moderate
23898,balanced,yes,sedentary
23899,veg,no,active
23900,veg,occasional,sedentary
23901,balanced,yes,active
23902,non-veg,occasional,moderate
23903,balanced,occasional,sedentary
23904,veg,occasional,sedentary
23905,balanced,no,moderate
23906,veg,occasional,moderate
23907,non-veg,no,sedentary
23908,veg,occasional,sedentary
23909,veg,no,moderate
23910,veg,no,moderate
23911,balanced,yes,moderate
23912,balanced,no,sedentary
23913,non-veg,yes,sedentary
23914,veg,occasional,active
23915,non-veg,occasional,active
23916,balanced,occasional,active
23917,non-veg,no,moderate
23918,non-veg,no,moderate
23919,balanced,occasional,moderate
23920,veg,yes,sedentary
23921,veg,occasional,sedentary
23922,non-veg,no,active
23923,balanced,occasional,active
23924,non-veg,yes,moderate
23925,veg,no,moderate
23926,veg,yes,moderate
23927,non-veg,no,moderate
23928,balanced,no,sedentary
23929,balanced,occasional,sedentary
23930,veg,no,active
23931,balanced,no,sedentary
23932,balanced,yes,moderate
23933,balanced,no,active
23934,non-veg,occasional,sedentary
23935,non-veg,no,sedentary
23936,non-veg,occasional,active
23937,veg,yes,moderate
23938,veg,yes,active
23939,veg,occasional,moderate
23940,balanced,no,moderate
23941,balanced,no,sedentary
23942,veg,no,moderate
23943,veg,occasional,moderate
23944,balanced,yes,sedentary
23945,non-veg,yes,active
23946,balanced,yes,active
23947,veg,no,moderate
23948,non-veg,yes,sedentary
23949,veg,no,active
23950,non-veg,no,sedentary
23951,non-veg,yes,sedentary
23952,non-veg,yes,moderate
23953,balanced,occasional,sedentary
23954,non-veg,yes,active
23955,balanced,yes,active
23956,non-veg,no,sedentary
23957,non-veg,yes,active
23958,non-veg,no,moderate
23959,veg,no,active
23960,non-veg,no,moderate
23961,non-veg,yes,sedentary
23962,veg,no,active
23963,non-veg,no,active
23964,veg,occasional,moderate
23965,non-veg,no,active
23966,veg,no,moderate
23967,balanced,no,sedentary
23968,veg,no,moderate
23969,balanced,no,active
23970,veg,no,sedentary
23971,balanced,yes,moderate
23972,veg,occasional,sedentary
23973,veg,no,moderate
23974,non-veg,yes,active
23975,balanced,no,sedentary
23976,balanced,no,active
23977,veg,no,moderate
23978,balanced,occasional,moderate
23979,veg,yes,active
23980,non-veg,no,moderate
23981,veg,occasional,moderate
23982,veg,yes,sedentary
23983,non-veg,no,active
23984,non-veg,yes,moderate
23985,non-veg,yes,moderate
23986,veg,no,moderate
23987,non-veg,no,moderate
23988,veg,yes,sedentary
23989,non-veg,yes,active
23990,balanced,yes,active
23991,non-veg,occasional,sedentary
23992,balanced,no,sedentary
23993,non-veg,yes,active
23994,non-veg,yes,moderate
23995,non-veg,yes,moderate
23996,balanced,yes,sedentary
23997,non-veg,yes,active
23998,veg,no,sedentary
23999,balanced,yes,moderate
24000,non-veg,no,moderate
24001,veg,no,active
24002,veg,yes,moderate
24003,balanced,yes,sedentary
24004,veg,yes,moderate
24005,balanced,yes,sedentary
24006,veg,no,sedentary
24007,balanced,yes,active
24008,veg,no,active
24009,veg,no,moderate
24010,balanced,no,sedentary
24011,veg,no,moderate
24012,balanced,yes,moderate
24013,non-veg,occasional,active
24014,veg,occasional,active
24015,balanced,occasional,active
24016,veg,occasional,sedentary
24017,veg,no,moderate
24018,non-veg,yes,active
24019,veg,yes,moderate
24020,non-veg,occasional,sedentary
24021,balanced,yes,moderate
24022,balanced,yes,sedentary
24023,balanced,yes,moderate
24024,non-veg,occasional,moderate
24025,non-veg,occasional,active
24026,non-veg,yes,sedentary
24027,balanced,yes,active
24028,balanced,yes,sedentary
24029,veg,yes,active
24030,non-veg,yes,moderate
24031,non-veg,yes,active
24032,non-veg,occasional,moderate
24033,veg,yes,active
24034,veg,occasional,active
24035,non-veg,occasional,moderate
24036,balanced,occasional,sedentary
24037,veg,yes,moderate
24038,veg,yes,active
24039,veg,no,moderate
24040,veg,no,moderate
24041,balanced,no,moderate
24042,non-veg,no,active
24043,veg,yes,sedentary
24044,non-veg,yes,sedentary
24045,balanced,occasional,moderate
24046,non-veg,yes,active
24047,veg,occasional,moderate
24048,veg,occasional,sedentary
24049,non-veg,no,sedentary
24050,balanced,occasional,moderate
24051,veg,yes,moderate
24052,veg,no,moderate
24053,balanced,occasional,active
24054,balanced,occasional,active
24055,non-veg,yes,sedentary
24056,non-veg,yes,sedentary
24057,balanced,occasional,moderate
24058,veg,occasional,sedentary
24059,non-veg,yes,active
24060,non-veg,no,active
24061,balanced,yes,active
24062,veg,yes,active
24063,non-veg,no,moderate
24064,balanced,no,sedentary
24065,veg,no,sedentary
24066,veg,occasional,active
24067,balanced,occasional,active
24068,non-veg,no,active
24069,non-veg,no,active
24070,veg,occasional,active
24071,veg,yes,sedentary
24072,veg,occasional,active
24073,veg,no,sedentary
24074,balanced,no,sedentary
24075,balanced,yes,moderate
24076,non-veg,occasional,sedentary
24077,balanced,yes,moderate
24078,balanced,occasional,moderate
24079,non-veg,yes,moderate
24080,veg,yes,active
24081,balanced,occasional,moderate
24082,non-veg,occasional,active
24083,balanced,no,moderate
24084,balanced,yes,moderate
24085,non-veg,occasional,moderate
24086,veg,no,moderate
24087,veg,no,moderate
24088,non-veg,occasional,active
24089,balanced,no,active
24090,non-veg,no,sedentary
24091,veg,occasional,sedentary
24092,non-veg,no,sedentary
24093,non-veg,occasional,sedentary
24094,veg,no,moderate
24095,balanced,yes,active
24096,non-veg,yes,sedentary
24097,balanced,yes,active
24098,non-veg,yes,sedentary
24099,non-veg,occasional,moderate
24100,non-veg,yes,active
24101,balanced,occasional,active
24102,veg,yes,moderate
24103,non-veg,occasional,moderate
24104,non-veg,no,moderate
24105,balanced,yes,sedentary
24106,balanced,occasional,active
24107,non-veg,occasional,moderate
24108,veg,yes,active
24109,balanced,yes,sedentary
24110,veg,yes,moderate
24111,balanced,occasional,active
24112,balanced,no,moderate
24113,balanced,occasional,active
24114,veg,occasional,active
24115,balanced,no,active
24116,balanced,no,active
24117,veg,no,sedentary
24118,balanced,occasional,active
24119,non-veg,occasional,sedentary
24120,non-veg,yes,moderate
24121,balanced,no,active
24122,non-veg,occasional,active
24123,non-veg,no,moderate
24124,balanced,no,sedentary
24125,veg,occasional,active
24126,balanced,occasional,moderate
24127,veg,no,sedentary
24128,non-veg,yes,active
24129,non-veg,no,active
24130,veg,no,sedentary
24131,non-veg,no,sedentary
24132,balanced,no,sedentary
24133,veg,no,active
24134,non-veg,no,active
24135,veg,occasional,moderate
24136,balanced,occasional,sedentary
24137,balanced,yes,moderate
24138,veg,occasional,moderate
24139,non-veg,occasional,moderate
24140,balanced,yes,sedentary
24141,non-veg,occasional,sedentary
24142,non-veg,no,active
24143,veg,no,active
24144,non-veg,occasional,active
24145,non-veg,occasional,sedentary
24146,balanced,occasional,sedentary
24147,non-veg,yes,active
24148,veg,occasional,moderate
24149,non-veg,occasional,sedentary
24150,non-veg,no,moderate
24151,balanced,occasional,sedentary
24152,balanced,yes,moderate
24153,non-veg,yes,active
24154,balanced,yes,sedentary
24155,veg,occasional,moderate
24156,non-veg,yes,sedentary
24157,non-veg,no,moderate
24158,veg,no,sedentary
24159,non-veg,occasional,moderate
24160,veg,yes,moderate
24161,veg,occasional,sedentary
24162,veg,occasional,active
24163,veg,no,active
24164,veg,no,active
24165,balanced,occasional,active
24166,non-veg,yes,active
24167,veg,yes,moderate
24168,veg,yes,active
24169,veg,yes,moderate
24170,balanced,no,moderate
24171,balanced,yes,moderate
24172,veg,no,active
24173,non-veg,no,sedentary
24174,veg,yes,sedentary
24175,veg,occasional,active
24176,non-veg,no,active
24177,non-veg,yes,sedentary
24178,veg,occasional,moderate
24179,veg,yes,sedentary
24180,veg,yes,active
24181,non-veg,no,active
24182,non-veg,no,active
24183,veg,no,active
24184,non-veg,occasional,active
24185,non-veg,occasional,moderate
24186,veg,occasional,moderate
24187,veg,no,moderate
24188,non-veg,no,active
24189,non-veg,no,active
24190,balanced,no,moderate
24191,non-veg,occasional,sedentary
24192,balanced,no,sedentary
24193,veg,yes,sedentary
24194,balanced,occasional,moderate
24195,non-veg,occasional,moderate
24196,non-veg,occasional,moderate
24197,veg,yes,active
24198,veg,yes,moderate
24199,non-veg,occasional,moderate
24200,balanced,no,active
24201,balanced,yes,sedentary
24202,non-veg,occasional,active
24203,balanced,yes,sedentary
24204,veg,no,sedentary
24205,balanced,yes,sedentary
24206,non-veg,no,active
24207,balanced,occasional,active
24208,veg,yes,moderate
24209,veg,no,active
24210,balanced,occasional,sedentary
24211,balanced,yes,moderate
24212,non-veg,no,moderate
24213,veg,no,sedentary
24214,veg,yes,sedentary
24215,balanced,yes,sedentary
24216,veg,yes,active
24217,balanced,occasional,moderate
24218,non-veg,occasional,moderate
24219,non-veg,occasional,moderate
24220,veg,yes,moderate
24221,veg,no,sedentary
24222,balanced,occasional,active
24223,veg,no,moderate
24224,balanced,no,moderate
24225,balanced,yes,active
24226,non-veg,no,active
24227,non-veg,no,moderate
24228,non-veg,occasional,sedentary
24229,veg,no,active
24230,balanced,yes,active
24231,veg,no,moderate
24232,balanced,occasional,sedentary
24233,non-veg,yes,sedentary
24234,veg,yes,active
24235,balanced,yes,moderate
24236,non-veg,yes,moderate
24237,non-veg,no,active
24238,balanced,occasional,moderate
24239,balanced,occasional,sedentary
24240,balanced,no,sedentary
24241,balanced,occasional,moderate
24242,non-veg,no,moderate
24243,veg,no,moderate
24244,veg,no,active
24245,balanced,yes,active
24246,balanced,occasional,active
24247,veg,yes,active
24248,veg,occasional,moderate
24249,veg,no,active
24250,balanced,yes,sedentary
24251,non-veg,no,sedentary
24252,non-veg,no,moderate
24253,balanced,yes,moderate
24254,balanced,no,sedentary
24255,balanced,no,sedentary
24256,balanced,occasional,sedentary
24257,non-veg,no,moderate
24258,non-veg,occasional,active
24259,non-veg,no,sedentary
24260,non-veg,no,moderate
24261,balanced,yes,sedentary
24262,balanced,no,moderate
24263,veg,yes,sedentary
24264,non-veg,no,sedentary
24265,non-veg,occasional,sedentary
24266,balanced,yes,moderate
24267,non-veg,yes,active
24268,non-veg,occasional,moderate
24269,balanced,no,sedentary
24270,balanced,no,active
24271,veg,occasional,moderate
24272,balanced,occasional,active
24273,non-veg,occasional,active
24274,balanced,yes,sedentary
24275,veg,occasional,active
24276,non-veg,yes,moderate
24277,veg,occasional,active
24278,balanced,no,sedentary
24279,non-veg,yes,moderate
24280,non-veg,yes,active
24281,balanced,yes,sedentary
24282,veg,no,sedentary
24283,veg,yes,sedentary
24284,balanced,no,moderate
24285,balanced,no,moderate
24286,balanced,occasional,active
24287,balanced,no,moderate
24288,balanced,no,moderate
24289,non-veg,yes,moderate
24290,veg,occasional,moderate
24291,veg,yes,sedentary
24292,non-veg,occasional,active
24293,balanced,yes,active
24294,balanced,no,active
24295,non-veg,yes,moderate
24296,non-veg,no,sedentary
24297,balanced,yes,moderate
24298,balanced,occasional,moderate
24299,veg,yes,active
24300,balanced,yes,moderate
24301,non-veg,yes,active
24302,balanced,yes,moderate
24303,non-veg,occasional,moderate
24304,balanced,occasional,active
24305,veg,occasional,active
24306,balanced,no,active
24307,balanced,occasional,active
24308,veg,yes,moderate
24309,veg,no,active
24310,veg,yes,sedentary
24311,balanced,occasional,moderate
24312,balanced,occasional,active
24313,non-veg,occasional,sedentary
24314,balanced,occasional,moderate
24315,non-veg,occasional,moderate
24316,veg,yes,sedentary
24317,non-veg,yes,sedentary
24318,balanced,occasional,moderate
24319,non-veg,occasional,active
24320,non-veg,yes,moderate
24321,non-veg,yes,active
24322,balanced,occasional,sedentary
24323,veg,no,moderate
24324,balanced,yes,sedentary
24325,non-veg,no,active
24326,non-veg,no,sedentary
24327,balanced,no,active
24328,veg,occasional,active
24329,veg,occasional,sedentary
24330,balanced,no,active
24331,non-veg,yes,moderate
24332,non-veg,occasional,moderate
24333,balanced,no,moderate
24334,veg,no,sedentary
24335,veg,no,active
24336,veg,no,moderate
24337,balanced,occasional,active
24338,non-veg,yes,moderate
24339,balanced,yes,moderate
24340,veg,occasional,active
24341,balanced,no,active
24342,non-veg,occasional,active
24343,balanced,no,sedentary
24344,veg,no,active
24345,non-veg,yes,moderate
24346,non-veg,occasional,moderate
24347,non-veg,yes,sedentary
24348,non-veg,occasional,active
24349,veg,occasional,moderate
24350,balanced,yes,moderate
24351,non-veg,yes,moderate
24352,balanced,no,sedentary
24353,veg,no,sedentary
24354,balanced,no,active
24355,veg,yes,active
24356,non-veg,no,moderate
24357,veg,no,active
24358,balanced,yes,sedentary
24359,balanced,no,active
24360,balanced,no,moderate
24361,non-veg,occasional,sedentary
24362,balanced,yes,active
24363,veg,yes,sedentary
24364,veg,occasional,active
24365,non-veg,occasional,sedentary
24366,balanced,yes,moderate
24367,balanced,no,moderate
24368,non-veg,occasional,active
24369,non-veg,occasional,sedentary
24370,balanced,yes,active
24371,balanced,no,sedentary
24372,veg,yes,sedentary
24373,veg,occasional,sedentary
24374,non-veg,occasional,active
24375,balanced,yes,moderate
24376,veg,yes,moderate
24377,non-veg,occasional,sedentary
24378,balanced,no,sedentary
24379,non-veg,no,moderate
24380,veg,occasional,sedentary
24381,veg,occasional,moderate
24382,balanced,occasional,sedentary
24383,balanced,no,active
24384,non-veg,yes,sedentary
24385,veg,occasional,sedentary
24386,non-veg,yes,moderate
24387,balanced,occasional,moderate
24388,non-veg,yes,moderate
24389,non-veg,occasional,moderate
24390,balanced,no,moderate
24391,balanced,yes,moderate
24392,balanced,occasional,sedentary
24393,balanced,no,active
24394,non-veg,no,sedentary
24395,balanced,yes,active
24396,balanced,occasional,sedentary
24397,non-veg,no,sedentary
24398,veg,no,moderate
24399,veg,no,sedentary
24400,veg,yes,sedentary
24401,balanced,no,moderate
24402,veg,no,active
24403,non-veg,no,moderate
24404,veg,occasional,moderate
24405,veg,no,moderate
24406,non-veg,yes,moderate
24407,non-veg,occasional,moderate
24408,veg,occasional,active
24409,balanced,yes,moderate
24410,non-veg,yes,active
24411,non-veg,occasional,moderate
24412,non-veg,yes,moderate
24413,non-veg,yes,active
24414,balanced,occasional,active
24415,balanced,no,sedentary
24416,veg,occasional,sedentary
24417,veg,occasional,active
24418,balanced,yes,active
24419,balanced,yes,moderate
24420,non-veg,yes,sedentary
24421,veg,occasional,sedentary
24422,balanced,occasional,moderate
24423,balanced,yes,active
24424,veg,yes,moderate
24425,veg,yes,active
24426,veg,occasional,sedentary
24427,non-veg,occasional,moderate
24428,balanced,no,active
24429,balanced,occasional,sedentary
24430,balanced,yes,moderate
24431,non-veg,occasional,moderate
24432,balanced,no,moderate
24433,balanced,no,sedentary
24434,non-veg,no,sedentary
24435,balanced,occasional,moderate
24436,veg,occasional,active
24437,veg,yes,sedentary
24438,balanced,yes,moderate
24439,balanced,no,moderate
24440,non-veg,yes,sedentary
24441,veg,no,moderate
24442,non-veg,yes,active
24443,balanced,no,sedentary
24444,non-veg,no,sedentary
24445,balanced,yes,active
24446,balanced,no,active
24447,balanced,no,sedentary
24448,veg,yes,sedentary
24449,non-veg,occasional,active
24450,balanced,no,sedentary
24451,non-veg,no,sedentary
24452,balanced,occasional,sedentary
24453,veg,yes,sedentary
24454,balanced,no,moderate
24455,balanced,no,sedentary
24456,non-veg,occasional,sedentary
24457,balanced,no,sedentary
24458,veg,occasional,moderate
24459,veg,occasional,active
24460,non-veg,yes,moderate
24461,non-veg,no,moderate
24462,balanced,yes,moderate
24463,non-veg,no,active
24464,non-veg,no,active
24465,balanced,occasional,sedentary
24466,non-veg,occasional,sedentary
24467,veg,yes,moderate
24468,non-veg,occasional,active
24469,balanced,yes,moderate
24470,veg,yes,moderate
24471,veg,yes,active
24472,non-veg,no,active
24473,balanced,no,sedentary
24474,non-veg,no,active
24475,balanced,occasional,moderate
24476,balanced,yes,moderate
24477,balanced,yes,active
24478,non-veg,yes,moderate
24479,balanced,no,moderate
24480,balanced,occasional,moderate
24481,veg,no,active
24482,veg,yes,sedentary
24483,veg,occasional,sedentary
24484,veg,occasional,active
24485,balanced,yes,active
24486,balanced,no,sedentary
24487,veg,no,sedentary
24488,balanced,yes,sedentary
24489,balanced,yes,active
24490,veg,yes,active
24491,veg,no,moderate
24492,non-veg,occasional,moderate
24493,veg,occasional,active
24494,non-veg,no,active
24495,non-veg,no,active
24496,non-veg,occasional,active
24497,veg,no,sedentary
24498,non-veg,yes,active
24499,veg,no,active
24500,veg,occasional,sedentary
24501,non-veg,yes,sedentary
24502,veg,no,moderate
24503,non-veg,yes,sedentary
24504,veg,occasional,moderate
24505,balanced,occasional,sedentary
24506,veg,occasional,sedentary
24507,non-veg,occasional,active
24508,non-veg,no,moderate
24509,balanced,occasional,moderate
24510,veg,yes,active
24511,veg,occasional,active
24512,veg,no,sedentary
24513,balanced,occasional,sedentary
24514,non-veg,yes,moderate
24515,balanced,no,moderate
24516,balanced,no,sedentary
24517,non-veg,no,sedentary
24518,non-veg,occasional,active
24519,veg,no,moderate
24520,non-veg,yes,sedentary
24521,balanced,occasional,moderate
24522,non-veg,yes,active
24523,non-veg,yes,active
24524,veg,yes,active
24525,veg,occasional,sedentary
24526,non-veg,yes,moderate
24527,balanced,occasional,sedentary
24528,balanced,yes,moderate
24529,veg,yes,active
24530,balanced,occasional,moderate
24531,non-veg,occasional,active
24532,balanced,occasional,moderate
24533,non-veg,occasional,moderate
24534,balanced,yes,moderate
24535,non-veg,no,sedentary
24536,balanced,no,active
24537,balanced,yes,moderate
24538,non-veg,yes,active
24539,non-veg,occasional,moderate
24540,veg,occasional,active
24541,veg,occasional,active
24542,non-veg,yes,moderate
24543,veg,occasional,sedentary
24544,veg,no,sedentary
24545,balanced,occasional,moderate
24546,non-veg,yes,active
24547,veg,occasional,moderate
24548,veg,yes,sedentary
24549,non-veg,yes,sedentary
24550,non-veg,yes,active
24551,non-veg,occasional,active
24552,veg,yes,active
24553,veg,no,sedentary
24554,veg,occasional,moderate
24555,non-veg,yes,moderate
24556,balanced,no,moderate
24557,non-veg,no,active
24558,veg,occasional,active
24559,non-veg,yes,moderate
24560,non-veg,no,sedentary
24561,balanced,yes,moderate
24562,non-veg,yes,sedentary
24563,balanced,no,moderate
24564,balanced,occasional,moderate
24565,balanced,occasional,active
24566,veg,occasional,active
24567,veg,yes,moderate
24568,veg,yes,sedentary
24569,veg,occasional,moderate
24570,non-veg,no,active
24571,balanced,no,moderate
24572,veg,no,active
24573,veg,no,moderate
24574,non-veg,occasional,active
24575,non-veg,occasional,active
24576,veg,yes,active
24577,non-veg,yes,sedentary
24578,veg,no,sedentary
24579,veg,yes,moderate
24580,veg,no,moderate
24581,veg,yes,sedentary
24582,veg,no,sedentary
24583,balanced,occasional,sedentary
24584,non-veg,yes,active
24585,non-veg,no,active
24586,veg,no,sedentary
24587,veg,occasional,sedentary
24588,balanced,yes,sedentary
24589,veg,no,moderate
24590,balanced,no,active
24591,veg,no,moderate
24592,veg,no,active
24593,balanced,yes,active
24594,veg,occasional,sedentary
24595,balanced,no,sedentary
24596,balanced,occasional,active
24597,balanced,occasional,sedentary
24598,veg,no,sedentary
24599,balanced,yes,active
24600,veg,no,sedentary
24601,veg,yes,moderate
24602,veg,occasional,moderate
24603,balanced,yes,sedentary
24604,balanced,occasional,moderate
24605,balanced,occasional,sedentary
24606,veg,no,active
24607,balanced,yes,sedentary
24608,veg,no,sedentary
24609,non-veg,occasional,sedentary
24610,non-veg,occasional,sedentary
24611,veg,no,sedentary
24612,veg,yes,sedentary
24613,balanced,yes,moderate
24614,veg,no,active
24615,non-veg,occasional,active
24616,veg,occasional,active
24617,veg,yes,active
24618,veg,no,active
24619,veg,occasional,active
24620,veg,yes,sedentary
24621,veg,occasional,moderate
24622,veg,yes,sedentary
24623,non-veg,no,active
24624,non-veg,no,sedentary
24625,non-veg,yes,moderate
24626,non-veg,no,sedentary
24627,veg,yes,moderate
24628,balanced,occasional,active
24629,veg,no,active
24630,veg,no,sedentary
24631,non-veg,yes,active
24632,veg,yes,active
24633,balanced,occasional,sedentary
24634,veg,yes,active
24635,balanced,no,moderate
24636,balanced,no,sedentary
24637,veg,no,moderate
24638,non-veg,yes,sedentary
24639,non-veg,yes,sedentary
24640,veg,yes,sedentary
24641,veg,no,moderate
24642,veg,no,sedentary
24643,non-veg,no,sedentary
24644,non-veg,yes,sedentary
24645,balanced,occasional,sedentary
24646,balanced,no,active
24647,non-veg,no,sedentary
24648,balanced,no,sedentary
24649,balanced,yes,moderate
24650,non-veg,no,active
24651,balanced,occasional,moderate
24652,balanced,no,moderate
24653,non-veg,no,sedentary
24654,balanced,occasional,sedentary
24655,veg,occasional,active
24656,veg,yes,moderate
24657,non-veg,no,sedentary
24658,non-veg,occasional,sedentary
24659,non-veg,no,sedentary
24660,balanced,no,moderate
24661,veg,yes,sedentary
24662,veg,occasional,active
24663,balanced,no,active
24664,veg,occasional,sedentary
24665,non-veg,no,sedentary
24666,non-veg,no,active
24667,balanced,yes,sedentary
24668,veg,occasional,sedentary
24669,balanced,occasional,sedentary
24670,veg,yes,active
24671,balanced,occasional,moderate
24672,non-veg,yes,sedentary
24673,veg,occasional,moderate
24674,non-veg,yes,active
24675,balanced,occasional,moderate
24676,veg,no,active
24677,non-veg,yes,active
24678,non-veg,no,moderate
24679,veg,occasional,sedentary
24680,non-veg,yes,sedentary
24681,non-veg,occasional,sedentary
24682,non-veg,yes,sedentary
24683,veg,no,moderate
24684,non-veg,occasional,sedentary
24685,veg,no,sedentary
24686,non-veg,occasional,active
24687,balanced,occasional,active
24688,veg,yes,sedentary
24689,non-veg,no,active
24690,non-veg,yes,active
24691,veg,yes,sedentary
24692,non-veg,yes,sedentary
24693,veg,yes,sedentary
24694,balanced,no,moderate
24695,balanced,yes,moderate
24696,non-veg,no,sedentary
24697,veg,yes,moderate
24698,veg,occasional,moderate
24699,balanced,no,active
24700,non-veg,yes,sedentary
24701,balanced,occasional,active
24702,non-veg,no,moderate
24703,non-veg,occasional,sedentary
24704,non-veg,yes,sedentary
24705,non-veg,yes,moderate
24706,balanced,no,active
24707,non-veg,no,active
24708,veg,yes,sedentary
24709,balanced,yes,active
24710,veg,no,active
24711,balanced,no,moderate
24712,veg,no,moderate
24713,veg,occasional,sedentary
24714,non-veg,yes,active
24715,balanced,yes,sedentary
24716,veg,no,sedentary
24717,non-veg,yes,moderate
24718,balanced,no,active
24719,non-veg,yes,sedentary
24720,veg,occasional,active
24721,veg,yes,active
24722,veg,yes,active
24723,balanced,occasional,sedentary
24724,veg,occasional,sedentary
24725,veg,yes,moderate
24726,non-veg,occasional,active
24727,non-veg,no,sedentary
24728,balanced,no,moderate
24729,non-veg,no,active
24730,balanced,occasional,sedentary
24731,non-veg,no,active
24732,veg,no,sedentary
24733,veg,yes,sedentary
24734,balanced,no,moderate
24735,balanced,no,moderate
24736,balanced,yes,active
24737,balanced,no,active
24738,balanced,yes,sedentary
24739,balanced,yes,sedentary
24740,veg,yes,active
24741,non-veg,occasional,active
24742,balanced,occasional,active
24743,non-veg,yes,moderate
24744,balanced,no,sedentary
24745,non-veg,no,active
24746,veg,occasional,moderate
24747,non-veg,no,sedentary
24748,balanced,no,moderate
24749,non-veg,occasional,sedentary
24750,veg,no,moderate
24751,non-veg,yes,active
24752,balanced,yes,active
24753,balanced,yes,active
24754,non-veg,yes,active
24755,balanced,yes,moderate
24756,veg,occasional,sedentary
24757,veg,yes,moderate
24758,non-veg,no,moderate
24759,veg,no,moderate
24760,veg,occasional,sedentary
24761,balanced,yes,moderate
24762,non-veg,yes,sedentary
24763,veg,occasional,sedentary
24764,veg,no,active
24765,balanced,no,moderate
24766,balanced,occasional,sedentary
24767,veg,yes,moderate
24768,balanced,occasional,moderate
24769,veg,no,active
24770,veg,occasional,moderate
24771,veg,occasional,active
24772,non-veg,occasional,active
24773,balanced,occasional,active
24774,balanced,yes,sedentary
24775,balanced,yes,moderate
24776,balanced,no,sedentary
24777,balanced,yes,moderate
24778,balanced,occasional,moderate
24779,non-veg,occasional,sedentary
24780,balanced,no,active
24781,non-veg,yes,moderate
24782,balanced,yes,sedentary
24783,non-veg,yes,sedentary
24784,veg,no,moderate
24785,veg,no,moderate
24786,balanced,no,sedentary
24787,non-veg,no,moderate
24788,balanced,no,sedentary
24789,balanced,occasional,active
24790,balanced,yes,active
24791,non-veg,occasional,moderate
24792,veg,yes,active
24793,non-veg,yes,moderate
24794,veg,yes,sedentary
24795,non-veg,occasional,moderate
24796,balanced,no,sedentary
24797,balanced,yes,moderate
24798,non-veg,no,moderate
24799,non-veg,no,sedentary
24800,veg,occasional,active
24801,non-veg,occasional,active
24802,veg,occasional,moderate
24803,balanced,occasional,moderate
24804,balanced,no,moderate
24805,non-veg,occasional,moderate
